id,text,stance,category
1399,@USER هذا الكلام مرفوض تماما لدى الكثير ممن الناس و انا أولهم..<LF><LF>لقاح لا يمنع العدى<LF>لقاح لا يمنع الاصابة<LF>لقاح غير آمن من المضاعفات<LF>لقاح لم يأخذ وقته الكافي من التجربة<LF><LF>و مع هذا من يريد أن يأخذ اللقاح المعجزة فهو حر و من لم يريد أن يأخذ اللقاح أيضا حر..<LF> لكن تحريض..<LF>مرفوض<LF>مرفوض<LF>مرفوض,-1,personal
1400,"الاستخبارات الأمريكية تخشى ""تدخل"" روسيا والصين في توريدات لقاح كورونا  <LF>https://t.co/phbD3JgOVy",1,info_news
1401,"أول طبيب يحصل على التطعيم ضد #كورونا: ""اللقاح فعال وهيحمينا كلنا""<LF>#لقاح_كورونا<LF>https://t.co/627diUE0Tf https://t.co/EXdbk1tLjK",1,info_news
1402,"طارق ذياب ( محلل Bein Sport ) : اليوم أخذت لقاح كورونا ، وما أوجعني كثر ما أوجعتني مباراة البايرن وبرشلونه 2/8 !! "" https://t.co/y05OwO5oED",1,personal
1403,أردوغان: تركيا تخطت دولا متقدمة في تأمين لقاح كورونا<LF><LF>رابط بديل: https://t.co/18SqEhACdt<LF>https://t.co/a7tAlLe1LQ,1,plan
1404,"حقن تطعيم #كورونا في ""ديزني لاند""<LF>#سكاي_أخبار<LF>#COVID19 #coronavirus <LF>https://t.co/SX9P6OpFMj",1,info_news
1405,"الهند تعلن توزيع مليون جرعة من لقاح ""كورونا"" خلال 6 أيام https://t.co/B6UofljxLe",1,plan
1406,بجهود فخر الإمارات الأبيض، نجحنا في تقديم أكثر من مليون و 275 ألف جرعة لقاح إلى المواطنين والمقيمين في الدولة ..وهذا يؤكد نجاح سير عملية التطعيم ضد كورونا، نشكر القائمين عليها ونقدر جهودهم، بتكاتف الجميع سنصل إلى المعدلات المستهدفة سريعاً ونمضي إلى طريق التعافي الكامل بعون الله.,1,info_news
1407,"كشفت دراسة حديثة أن لقاح ""فايزر بيونتك"" المضاد لكورونا، يعمل بفعالية ضد سلالات الفيروس المتحورة، التي ظهرت قبل أسابيع في بريطانيا وجنوب إفريقيا ثم انتشرت في دول أخرى حول العالم. https://t.co/X91c5vwZ95",1,info_news
1408,إصدار مهم من شعبة #التصلب_المتعدد بالجمعية السعودية لطب الأعصاب لكل من سأل عن لقاح #كوفيد_19 #كورونا  لمرضى #التصلب_المتعدد  #التصلب_اللويحي <LF>شكرا د. هند على جهودك@USER .   @USER @USER @USER @USER @USER @USER @USER  @USER @USER https://t.co/G1JN231xD8,1,unrelated
1409,فايروس كورونا وإعلان معجزة الشفاء من غير لقاحٍ ولا دواء ..<LF>الإمام المهديّ ناصر محمد اليماني<LF>24 - ربيع الآخر - 1442 هـ<LF>09 - 12 - 2020 مـ<LF>AR:https://t.co/7gSDjVRdmR<LF>EN:https://t.co/UYbEXBFCzW<LF>ES:https://t.co/OdoCkX7uX9<LF><LF>COVID19 https://t.co/uZwRlV8irP,1,info_news
1410,هيئة الدواء المصرية تعتمد لقاح كوفيشيلد-أسترازينيكا<LF>#كورونا<LF>#سكاي_أخبار<LF>https://t.co/mRmaYKxzfT,1,info_news
1411,أردوغان يحذر من استمرار الدعاية السلبية حول لقاح كورونا<LF><LF>https://t.co/Xo5v6pRaC6 https://t.co/cSZ2mAtVBl,-1,info_news
1412,📍لقاح إكسفورد وخبر رائع <LF><LF>دراسة لجامعة أكسفورد العريقة : لقاح أسترازينيكا يوفر حماية بنسبة 76% بعد الجرعة الأولى.. ومنح الثانية بعد 3 أشهر سيكون استراتيجية فعالة لحصار المرض.<LF><LF>تلك بشارة خير عظيمة ، وأعتقد بكونها خطوة خلاص كبيرة بإذن الله، تفائلوا والتزموا وامر الله كله خير ❤️.,1,plan
1413,"#حاكم_أم_القيوين يتلقى الجرعة الأولى من لقاح ""#كوفيد_19""<LF><LF>#اخترت_التطعيم<LF> #يدا_بيد_نتعافى https://t.co/FS47ls1Zv3",1,celebrity
1414,نطالب ب 👈 *#لقاح_آمن* https://t.co/azeuxcFBwp,1,personal
1415,وزارة الصحة : 🔴<LF><LF>إعادة جدولة إعطاء لقاح كورونا لمن حصلوا على موعد الجرعة الأولى من لقاح فايزر بسبب تأخر الشركة الصانعة في التوريد إلى المملكة وجميع دول العالم.,1,info_news
1416,وصل أول دفعة من لقاح سبوتنيك مساء الغد الجمعة<LF>انطلاق عملية التلقيح بعد غد السبت بمستشفى البليدة https://t.co/TerLxR1HEn,1,info_news
1417,حملة التطعيمات الإسرائيلية مستمرة: تم حتى الآن تطعيم أكثر من أربعة ملايين مواطن بلقاح كورونا، حيث حوالي 1.4 مليون منهم قد تلقوا الجرعة الثانية من اللقاح. إسرائيل لا تزال تتصدر دول العالم في مؤشر نسبة تطعيم المواطنين.,1,personal
1418,#عاجل<LF>الرئيس الأمريكي المنتخب #جو_بايدن يتلقى الجرعة الثانية من لقاح #كورونا<LF><LF>#اقتصاد_الشرق https://t.co/4KdBWyCPa1,1,celebrity
1419,#الشرق_عاجل وزارة الصحة اللبنانية توقع عقدا مع فايزر لتأمين أكثر من مليوني جرعة لقاح تصل تدريجيا اعتبارا من بداية فبراير #عاجل,1,plan
1420,عاجل | الصحة الإماراتية تعلن عن توفير لقاح كورونا لجميع المواطنين ابتداءً من عمر 16 عاماً,1,info_news
1421,وزير الخارجية السعودي الأمير فيصل بن فرحان يتلقى لقاح #كورونا اليوم. https://t.co/mlOQ75QyIW,1,celebrity
1422,#وزارة_الصحة: 4 فئات غير معنية بتلقي لقاح كورونا<LF>🔴 فئة الأشخاص الذين سبق لهم وأن أصيبوا بفيروس كورونا.<LF>🔴 فئة النساء الحوامل.<LF>🔴 فئة الأطفال اقل من 15 سنة.<LF>🔴 فئة الاشخاص الذين لديهم حساسية من اللقاحات. https://t.co/MvHWOzwD5s,1,info_news
1423,سؤال / <LF>هل أخذت لقاح كورونا ؟<LF>أو سجلت اسمك ؟,0,personal
1424,الملك سلمان بن عبدالعزيز يتلقى الجرعة الأولى من لقاح ⁧#كورونا⁩ https://t.co/LaqESY32Id,1,celebrity
1425,عاجل ... وزيرة الصحة تعلن ان من سيتلقي لقاح كرونا بالمجان هما الغير قادرين، وفقًا لوزارة التضامن الاجتماعي,1,celebrity
1426,#عاجل | الملك وولي العهد والأمير حسن يتلقون لقاح كورونا<LF><LF>https://t.co/JPl3VI0TqC<LF><LF>#رؤيا_الإخباري #الأردن #لقاح_كورونا #فيروس_كورونا,1,celebrity
1427,اول لقاح سعودي 100/100 https://t.co/Sj2YXdeibb,1,info_news
1428,لقاح فايزر اثبت فشله وفيات بالجملة لاشخاص اصحاء الى تطور الفايروس الى نوع 20 بعد اخذ جرعات اللقاح اهو لقاح ام وباء الله يطيح حظج ياامريكا ... 🤧,-1,info_news
1429,🔴 #لبنان  سفارة خليجية في بيروت أدخلت 5 آلاف لقاح كورونا صيني يمكن لدبلوماسييها ومواطنيها..هيدا بأكد إنو كان ممكن يوصلنا اللقاح أبكر بكتير ونوفر مئات الضحايا .. ويفكو ال lock down,1,personal
1430,تخصيب يورانيوم، صواريخ باليستية، عدة والعتاد، بنى تحتية، بترول، و ليس آخراً انتاح #لقاح_آمن كل هذا ببركة الإمام الحسين ع ، وحكمة الوليّ الفقيه، رغم العقوبات والحصار..<LF><LF>#جمهورية_اسلامية_عظمى 🇮🇷,1,unrelated
1431,🔴🔴الوزير الأول يتلقى لقاح #سبوتنيك_v وهذا ما قاله<LF><LF>@USER <LF>@USER <LF>https://t.co/6IKORtdn6u,1,celebrity
1432,يسود اعتقاد لدى البعض بان الإصابة بفيروس كورونا افضل من أخذ اللقاح وهذا اعتقاد خاطئ بسبب الآثار الجانبيةمن الناحية الجسدية والنفسية  التي ممكن ان تصاحب بعض المتعافين وتسمى بظاهرة كوفيد 19 طويل الأمد<LF> #لقاح_آمن #كورونا_مش_مزحة <LF>#long_haulers,1,info_news
1433,"ملف لقاح  كورونا و وفيات عدد من تلقوه<LF>قال الدكتور جيري إل سبيفاك ، خبير اضطرابات الدم في جامعة جونز هوبكنز ، لصحيفة نيويورك تايمز يوم الثلاثاء إنه يعتقد ""أنه من المؤكد طبي"" أن لقاح  COVID # الخاص بشركة فايزر تسبب في وفاة الدكتور جريجوري مايكل.  <LF><LF>https://t.co/jJf0XzETXz",-1,info_news
1434,#تركيا توفر لقاح #كورونا لفئة السياسيين التابعين لحزب العدالة واصدقائهم  وأقاربهم .<LF><LF>@USER https://t.co/Hu0vpoDjdR,1,info_news
1435,الفنان #محمد_عبده @USER يتلقى لقاح #كورونا في مركز التطعيم بـ #جدة، ويدعو لعدم التخوف من أخذه.<LF><LF>عبر: @USER https://t.co/Af21zfCVlQ,1,celebrity
1436,رئيس الإتحاد الدولي لكرة القدم جياني انفانتينو: سنستخدم بطولة العالم للاندية لدعم الدعوات للحصول العادل على لقاح كورونا وعلاجاته.,1,info_news
1437,متحدث وزارة الصحة : تسجيل أكثر من مليون شخص للحصول على لقاح كورونا ولم تُرصد أي مشاكل صحية لمن تلقّوا اللقاح https://t.co/DcNsT4n709,1,info_news
1438,وصول لقاح (( كورونا ))🍾 https://t.co/vCmWP4VEyx,1,info_news
1439,لازم صنعو لقاح ضد الغباء 🙂,0,requests
1440,#الصحة: المناعة المجتمعية تتطلب تطعيم الجميع ضد فيروس #كورونا <LF><LF>#الإخبارية_عاجل,1,info_news
1441,😡نهایة الدجل <LF><LF>💥في الوقت الذی منع الولي الفقیه المجرم  #لقاح_كورونا بذریعة إنها اجنبیة <LF>شاهد <LF>↙️هذه الصورة <LF>عدد من الملالي ذهبوا الی بریطانیا للعلاج <LF>#إیران #السعودیة https://t.co/v4YHMB2KmS,1,info_news
1442,اخذت اليوم الجرعة الثانية من #لقاح_كوفيد_19 وكانت التجربة اروع من الجرعة الأولى التي كانت من اروع التجارب ولكن @USER تفوقت على نفسها بتطوير العمل الى مستوى أفضل وانسيابية اسرع وتنظيم اروع https://t.co/nq7IzJ3kLb,1,personal
1443,#عاجل_السعودية |  متحدث #وزارة_الصحة: لم تُرصد أي مشاكل صحية لمن تلقّوا لقاح #كورونا. https://t.co/EXHwKqlJgk,1,info_news
1444,الجزائر ستتقاسم حصتها من لقاح كوفيد-19 مع تونس<LF>#لقاح_كورونا #الجزائر #تونس #فيروس #كوفيد_19  https://t.co/N0yW91y1Pq,1,info_news
1445,قصر #باكنغهام يعلن أن #الملكة_إليزابيث الثانية وزوجها #الأمير_فيليب تلقيا الجرعة الأولى من لقاح #كورونا تحت إشراف طبيب العائلة في قلعة #وندسور من أجل منع التكهنات والمعلومات المضللة حول اللّقاح. وتم الكشف عن تطعيم الملكة والأمير دون أن يعلن أي لقاح قد أعطي لهما<LF>@USER https://t.co/MfhuPqHHEh,1,celebrity
1446,إعلان الهلال الأحمر التابع لخامنئي إلغاء استيراد 150 ألف #لقاح_فايزر يعد مجزرة متعمدة بحق المواطنين على حساب أرواحهم. اللقاح هو حق غير قابل للتصرف للمرضى والشعب الإيراني. قوموا بالاحتجاج على هذا العمل الإجرامي الذي ارتكبه #خامنئي_رأس_الإرهاب .<LF>#كورونا https://t.co/l3qgdplGhd,1,info_news
1447,"وزير الخارجية الألماني: الحديث عن انتقال مسعود #أوزيل إلى فنربخشة ""أكثر حساسية من الحديث عن لقاح"" #كورونا<LF>https://t.co/rtxcftgXFo",1,info_news
1448,نطالب الدولة السويسرية بتحويل على الاقل نصف ال ٤٠٠ مليون دولار المجمدة في حساب سلامة  لشراء لقاح واجهزة تنفس او الاسراع بوضعه خلف القضبان لأنه اخطر من الكورونا وكابس عنفس اللبنانيين . https://t.co/nmgtNggqzn,1,rumors
1449,أختم ليلتي بغلاف مجلة التايم الاميريكية و عليه صورة لمخترعي مطعوم فايزر ضد فايروس كورونا التركيين الاصل و عنونت الغلاف:ثورة المطعوم<LF>فيما الإعلام العربي يهتم بالمطربين و الممثلين و الراقصات و اخبارهم و مين تجوز مين. الغرب يهتم بالثورات العلمية و التقدم التقني و العلمي https://t.co/yDXU8L6Afm,1,info_news
1450,أين معادلة السلطة والجيش والمقاومة مما نعيشه؟<LF>أجواءنا مخترقة ليل نهار وأموالنا مسروقة، بلدنا منهوب، والوباء يفتك بنا دون علاج ودون لقاح..<LF>ولا حدا، ولا واحد، ولا صاحب ضمير واحد طلع بحل<LF>كلهم متمسكين بالمواقع والكراسي وما فارقة معه البلد عم بيغرق.. ناطرين بايدن ليرفعهم من القعر.,0,personal
1451,جهود #إيران في إنتاج #لقاح_آمن رغم الحصار والحرب الشعواء التي تشن عليها، هو مصداق القوة والعزة وتطوير القدرات. هذه دولة الولي الفقيه العالم العادل صاحب البصيرة والعلم.,1,info_news
1452,الإمارات:<LF><LF>بدء توفير لقاح كورونا لجميع العاملين في قطاع التعليم وأسرهم.,1,info_news
1453,وزير الصحة يحث جميع أفراد المجتمع على التقيد بالتدابير الوقائية والحرص على لبس الكمامة والمبادرة بالتسجيل للحصول على #لقاح_كورونا، مؤكدًا أنه جارٍ العمل حاليًا على افتتاح المزيد من مراكز لقاحات كورونا قريباً -بإذن الله- لتشمل مناطق المملكة كافة.<LF>#واس_عام https://t.co/Wb07IaPGVe,1,plan
1454,#فيديو<LF>المصلون يؤدون صلاة الجمعة في الحرم المكي الشريف اليوم وسط منظومة متكاملة من الخدمات<LF>وخطيب المسجد الحرام الدكتور عبدالله الجهني يحث على المبادرة بأخذ لقاح كورونا<LF>محمد رابع سليمان - مكة المكرمة<LF><LF>#صحيفة_المدينة https://t.co/W7VimOhaN9,1,info_news
1455,تماماً ...  ، لاجرنا ما تاخدوه ... ع اساس الفايزر ولا الاسترازنيكا مشرشرين بالطرقات .. وهنه اجهزة التنفس الهبة القطرية شلحوها تحت المدينة الرياضية والعالم عم تختنق !!! اذا صح الخبر والرئيس امّن لقاح يلي مش عاجبو جعل عمرو ما ياخدو ! https://t.co/88zyFv2NzW,1,personal
1456,181 حالة وفاة أمريكية بسبب لقاح covid 19 ، اعتقد هؤلاء الناس أنه سيحميهم. ولا يمكن مقاضاتهم. https://t.co/SjAAKbmTKG,-1,info_news
1457,رئيس تنزانيا: لا نحتاج لإغلاق البلاد بسبب كورونا لأن الله سيحمينا، اللقاحات مؤامرة أجنبية لسرقة ثرواتنا، الرجل الأبيض لم يجد لقاح لأمراض كثيرة فكيف وجد لقاح لكورونا بسرعة؟ لو أصابنا فعلينا باستنشاق البخار لأنه علاج طبيعي.<LF><LF>يُذكر أن تنزانيا توقفت عن نشر أعداد مرضى كورونا منذ 8شهور https://t.co/0X0l6kFVFV,-1,rumors
1458,"#عاجل | #باكستان تتلقى 1.1 مليون جرعة كدفعة أولى من لقاح كورونا ""سينوفارم"" الصيني بحلول الأسبوع الأول من فبراير (وزير الصحة للأناضول)",1,plan
1459,نجح فريق بحثي من معهد الأبحاث والاستشارات الطبية في جامعة الإمام عبدالرحمن بن فيصل بقيادة د. إيمان المنصور، بالتوصل إلى لقاح سعودي مضاد لفيروس #كورونا وتم الانتهاء من الدراسات قبل السريرية ونشر البحث، إنجاز مميز للوطن ♥️🇸🇦 https://t.co/IypOTWK1dV,1,info_news
1460,عاجل<LF>السعودية تعلن نجاح التجارب الأولية ، لإنتاج اول لقاح ضد فيروس كورونا من خلال فريق بقيااادة الدكتوورة السعودية #ايمان_المنصور https://t.co/srq8cWWALU,1,info_news
1461,تركيا :<LF>ناقش المجلس العلمي لمكافحة فيروس كورونا ملف عودة التعليم في المدارس مشيرين إلى أن تاريخ 15 شباط/فبراير الذي حددته وزارة التعليم يعتبر مبكرًا وأوصى أعضاء المجلس بتأجيل موعد افتتاح المدارس لـ15 آذار/مارس، بعد أن يتم تطعيم جميع المعلمين بلقاح كورونا.,1,plan
1462,وزير الصحة: يتم دراسة تخصيص جرعات من لقاح كورونا للمعلمين,1,plan
1463,الصحة البريطانية: أخبار جيدة بشأن فاعلية لقاح فايزر ضد سلالة جنوب أفريقيا المتحورة #العربية_عاجل https://t.co/a1vIGVFnOW,1,info_news
1464,مطعوم الهمل<LF>🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/BiZLRM3BU4,0,info_news
1465,يجب توزيع لقاح #كورونا بشكل متكافئ على كل فئات المجتمع، مع التركيز على الأكثر عرضة للإصابة والأكثر تأثراً بالمضاعفات.<LF><LF>يجب عدم التفرقة في حماية أرواح البشر بين الأغنياء في المدن والفقراء في المجتمعات الريفية، والمسنين في دور الرعاية والشباب في مخيمات اللاجئين.<LF><LF>#اللقاح_للجميع,1,advice
1466,@USER الدولة الي تعطيهم فرص العمل منح وتعطل المواطنين سنوات ما راح تعطيهم لقاح,0,personal
1467,الحمدلله بكذا يكون الوالد و الوالده اخذو الجرعة الثانية من لقاح كورونا 🙏<LF><LF>احس بنوع من الراحة الصراحة,1,personal
1468,اللقاح نعمة من الله ، <LF>و لازم نشكر ربنا انو قدروا يعملوا لقاح مش نخاف منو 🙏,1,personal
1469,"الرئيس التركي #أردوغان يتلقى أول جرعة من لقاح ""كورونافاك"" في أنقرة🇹🇷 https://t.co/2E6v1qDIn4",1,celebrity
1470,التطعيم آمن<LF>شكراً للدوله ممثله بوزارة الصحة على حسن التنظم <LF>#لقاح_كورونا <LF>#وزارة_الصحة https://t.co/mUSkxJSQwC,1,personal
1471,الإسطورة ماجد عبدالله يتلقى الجرعة الأولى من لقاح فيروس كورونا <LF> https://t.co/F3Im6XVzkA,1,celebrity
1472,الصحة العالمية: ظهور استجابة مناعية جيدة خلال أسبوعين بعد تلقي جرعة لقاح #كورونا الأولى https://t.co/APUnga5XlW,1,info_news
1473,اللقاح الأمريكي لم ينجح في الاختبارات السريرية ورغم ذالك تم اعتماده بشكل رسمي بسبب الوضع الحرج الذي تمر بها امريكا<LF>#نريد_لقاح_آمن,-1,info_news
1474,#بهدوء <LF>لقلكم شو حيصير بقصة اللقاح:<LF>المصرف المركزي حول مصاري ل منصة كوفاكس  18 مليون $<LF>في المبدأ، متوقعين المنصة تعطينا شي 2.7 مليون لقاح (هو لازم أكثر)<LF>السلطة اعلنوا انشاء 35 مركز تلقيح <LF>بكرا كله ببلش يعمل دعاية لنفسه انه جبنا اللقاح و هكلان هم صحتنا وهو بكون ع حسابنا <LF>#بس_هيك https://t.co/assqbR3Dec,1,info_news
1475,✳️معلومة خطأ: لقاح الكورونا لا يحصن ضد المرض!✳️ الصحيح: يحصن ضد الحالات الخفيفة و الشديدة ٩٥٪ و في كبار السن يمنع 💯 ٪ ✳️ 💪🏻💪🏻,-1,info_news
1476,لا يمكن ومن المستحي أن نثق بأمريكا التي تحاول تدميرنا بشتى الوسائل👆👆<LF>#نريد_لقاح_آمن,1,requests
1477,4- مثل استخدام أسلوب: وأنت عزيزي القارئ ما رأيك في ظاهرة الاحتباس الحراري؟ وهل ترى أن لقاح كورونا يحمل أضرارا جانبية؟ واكتب لنا تجربتك عن آخر مرة أدليت فيها بصوتك في الانتخابات، وهل تعتقد أن فتاوى ابن تيمية تسببت في نشر الفكري الجهادي؟,0,personal
1478,لو على روحي ما باخد التطعيم<LF>لأنه بالمنطق اي لقاح في العالم يأخذ سنوات طويلة جدا من البحث العلمي و التجارب و اسا جايين يقنعونا بلقاح عمره كم شهر<LF>انا متبرعة بجرعاتنا انا وعيلتي و قرايبنا و أحبابنا للحكومة و سادتنا السياسيين الأفاضل نظرا لتضحياتهن العظيمة بحقنا 🙏<LF>شفتوا ما احسني 😁 https://t.co/P9S3YaSUKu,1,personal
1479,مديرة المنظمة الصحية التركية : #الحريري طلب من اردوغان 6 مليون لقاح و اردوغان وافق ، لكن سياسيي #لبنان رفضوا المساعدة #التركية,1,plan
1480,كيف حصلت اسرائيل على لقاح يكفيها اربعة اضعاف؟!<LF>موضوع مثير من قبل الدكتور العزيز زمن الخفاف https://t.co/mj7ZDoBS6c<LF>@USER https://t.co/9YUerTAxR7,0,personal
1481,"انو معالي وزير الصحة ..لو بتفيدنا وين صارت المفواضات بخصوص شرأ ..لقاح كورونا.. او تتصير الاصابات - ١٠٠٠٠ يوميا"". بس هيك بدنا نزعجك .بس هيدا الامر يلي بهمنا حاليا"". ✋",1,personal
1482,نتقدم إلى طالبات كلية فاطمة للعلوم الصحية(فرع عجمان)بخالص الشكر والتقدير والعرفان على ما بذلنه من جهود مخلصة في تقديم الدعم اللازم لحملة تطعيم الكوادر التعليمية والتربوية في معهد تدريب المعلمين في عجمان..بصماتهن كانت عاملا مهما في تحقيق نجاح لافت وتحقيق الحملة أهدافها المنشودة https://t.co/ThRu3WE5ld,1,plan
1483,احسن حاجة عجبتني في تطعيم دكاترة العزل ان واضح هيروحوا لحد عندهم مش هيدخلوهم في منظومة الموقع الالكتروني والمواويل دي 🙏🏻 تتم على خير بس,1,personal
1484,@USER الحين ماقلت ان الميزانية تأثرت بكورونا عشان كذا زادت الضريبة والغيت بدل الغلاء !! تجون تدورون لقاح لناس توهم مرسلين لنا صاروخين عجبي ...,0,requests
1485,شركة تنظيف منازل وعزل اسطح بالرياض<LF>سعر تنظيف الشقه ٤٠٠ ريال <LF>تنظيف دور الفيلا مساحة ٢٥٠ إلى ٣٥٠ ٥٠٠ريال <LF>تنظيف دور الفيلا ٤٥٠ متر ٦٠٠ريال<LF>تنظيف ٢مجلس+٢سجاده ٣٥٠ ريال<LF>مكافحة الحشرات ضمان ٦ شهور ٣٠٠ريال<LF>تسليك مجاري<LF>عزل اسطح<LF>عزل خزانات #تزاحم_نثال_بريده #الملك_يتلقى_لقاح_كورونا https://t.co/z5k6QeldmU,0,unrelated
1486,خبر اسعدني جدا 🇸🇦💚<LF><LF>نجاح اول تجربة لقاح سعودي ضد #كورونا 100% عبر فريق من الباحثين يعتبر إنجاز وفخر لكل العرب<LF><LF>معلومة🔴👇<LF>السعوديين من اذكى شعوب العالم وهناك إنجازات طبية سابقة للسعوديين أبهرت العالم شكرا من القلب لكل من ساهم في هذا اللقاح <LF><LF>المجد والتقدم 👈🇸🇦<LF><LF> #أول_لقاح_سعودي,1,info_news
1487,#خادم_الحرمين_الشريفين - حفظه الله - يتلقى الجرعة الأولى من لقاح #كورونا  ( كوفيد - 19 ) https://t.co/m1Lj3sRg97,1,celebrity
1488,"صندوق الاستثمارات الروسي: السلطة الفلسطينية تعتمد لقاح ""سبوتنيك"" ضد كورونا #العربية_عاجل https://t.co/a1vIGVFnOW",1,info_news
1489,"#الإمارات تتخطى حاجز 2 مليون جرعة من لقاح ""كوفيد - 19"" <LF> https://t.co/Rlc99bkSoi",1,info_news
1490,أطباء ومختصون: <LF>• فعالية لقاح كوفيد19 في الجسم تختلف من شخص الى آخر. https://t.co/DLVSPkoPtN,1,info_news
1491,#مستشار_وزيره_الصحه: جينات #المصريين قوية ضد #كورونا.. واللقاح سيخفض الإصابات<LF>#لقاح_كورونا<LF>للتفاصيل..<LF>https://t.co/0o6we9eas4,1,info_news
1492,هل أنت مقيم على أراضي المملكة الأردنية الهاشمية؟ يمكنك الحصول على مطعوم فيروس كورونا... سجل الآن https://t.co/lA9LksZOGl<LF><LF>#مطعوم_فيروس_كورونا #المطعوم_وقاية #إلك_وفيد #صحتك_بتهمنا #فيروس_كورونا #الأردن #كورونا_الأردن #كوفيد19_الأردن https://t.co/545UmbPFaz,1,info_news
1493,"قال خامنئي حقيقة واحدة وكذبتين غبيتين في تصريحاته اليوم بشأن #لقاح_كورونا<LF>حقيقـة هي،قال إنه هو نفسه كان وراء هذا التأخير الواعي والإجرامي<LF>خامنئي: ""لقد قلت هذا للسلطات والان أقول ذلك علنًا""<LF>يظهر اعتراف #خامنئي أنه منذ اليوم الأول لدخول #كورونا إلى إيران كان خامنئي نفسه وراء إخفائه https://t.co/kc6bdZgDIK",1,info_news
1494,#تطمن .. #لقاح_كوفيد_١٩ فعال في الحماية من السلالة الجديدة لفيروس #كورونا <LF><LF>#كوفيد_19<LF>#وزارة_الصحة https://t.co/hFAu4KA1Py,1,info_news
1495,بعض الناس حولنا عبء على أنفسهم <LF>وعلى من حولهم <LF>لا يكترثون بمرض ولا علاج ولا قانون ولا لقاح فقط هم بارعون في أن يؤذونا ويرهقونا ويضرونا.. هؤلاء أخطر ألف مرة من كورونا<LF><LF>#كوفيد_19,0,info_news
1496,شلل بسيط بسبب تطعيم كورونا<LF>عادي ليش مكبرين الموضوع 🤣 https://t.co/1Eb8Pf0CyP,0,unrelated
1497,#الربيعة معلقا على صورة #خادم_الحرمين أثناء تلقيه #لقاح_كورونا: تغني عن ألف كلمة<LF>https://t.co/cnX25OVRXY https://t.co/bmzu3Sz4ov,1,celebrity
1498,فيديو | مواطن يعبر عن مشاعره بعد تلقيه جرعة من لقاح فايروس #كورونا من ابنته الطبيبة.<LF>؛ https://t.co/z0mh2QO87i,1,personal
1499,"خالتي حياة من فئة ""ذوي الاحتياجات الخاصة""<LF>أول ماخلصت من أخذ الجرعة أولى من #لقاح_كورونا ضربت التحية وغنت السلام الوطني بلغتها البسيطة رغم أنها لاتجيد الكلام لكن الوطنية عندها مليووووون 🇸🇦💚💚<LF>دام عزك ياوطن <LF>شكراً لكل من ساهم في تسهيل الحصول على اللقاح<LF>@USER <LF>#الجواز_الصحي https://t.co/E9ApZETVRl",1,personal
1500,تلقّى سفير ألمانيا يورغ راناو اليوم #الجرعة_الثانية من #لقاح_كورونا المطوَّر جزئياً في #ألمانيا 🇩🇪 شكراً لوزارة الصحة #السعودية لإتاحة الفرصة 🇸🇦 https://t.co/J2SZAyboeb,1,info_news
1501,متى يصلنا تطعيم كوفيد 19 في الشمال حتى نتصور مع ابرة اللقاح واصابع الممرض! والله قهروني سكان المدن كلهم كاشخين بصورهم ونحن نتفرج  <LF>@USER,1,personal
1502,#وزير_الموارد_البشرية_والتنمية_الإجتماعية يتلقى #لقاح_كورونا https://t.co/TU3XpGQ29L,1,celebrity
1503,رحم الله السلطان الراحل #قابوس_بن_سعيد وطيّب الله ثراه، لم يرحل عنّا، فهو يعيش في قلوبنا جميعًا #قابوس_في_قلوبنا<LF>#قابوس_فقيد_الأمة #عمان_تواجه_كورونا #عمان_نهضة_متجددة #هيثم_بن_طارق #سلطنة_عمان #لقاح_كورونا #المصالحة_الخليجية #المصالحة_القطرية_السعودية #مقاطعه_المنتجات_الفرنسيه72 https://t.co/oRnQWmbKLw,0,unrelated
1504,عاجل | الصحة القطرية: الوزارة تلتزم بتوفير لقاح #كورونا لجميع السكان قبل نهاية العام الجاري. <LF>• تم إعطاء 50 ألف جرعة من لقاح كورونا حتى الآن في #قطر.<LF>• أولوية الحصول على لقاح كورونا لكوادر القطاع الصحي والمطارات وأصحاب الأمراض المزمنة وكبار السن والمعلمين.,1,info_news
1505,"أوكرانيا تتلقى في فبراير 117 ألف جرعة من لقاح ""فايزر""  <LF>https://t.co/J4AsfH10yX",1,info_news
1506,لقاح كورونا الايراني سيصل الى الانتاج الوفير في غضون 3 اشهر <LF>https://t.co/39C6wNHJJj https://t.co/4rKsIyzIzE,1,info_news
1507,"عاجل | هيئة الشراء الموحد تعلن وصول أولى دفعة من لقاح فيروس #كورونا ""أسترازينيكا-أوكسفورد"" غدًا الأحد 31 يناير https://t.co/5E4WhEhZL4",1,info_news
1508,ميركل : ألمانيا ستستخدم لقاح سبوتنيك الروسي لو إجتاز اختبارات الفعالية والأمان وألمانيا منفتحة على كل اللقاحات شرط فعاليتها وسلامتها https://t.co/43hqjuVy3c,1,info_news
